game_year,WB_country_code,WB_country_name,game_city,game_name,gold,silver,bronze,sum_medals
2016,GBR,Great Britain,Rio,Rio 2016,30,26,19,75
2016,GEO,Georgia,Rio,Rio 2016,2,1,4,7
2016,GRC,Greece,Rio,Rio 2016,3,1,3,7
2016,GRD,Grenada,Rio,Rio 2016,0,1,0,1
2016,HRV,Croatia,Rio,Rio 2016,7,3,2,12
2016,HUN,Hungary,Rio,Rio 2016,9,3,4,16
2016,IDN,Indonesia,Rio,Rio 2016,2,2,0,4
2016,IND,India,Rio,Rio 2016,0,1,1,2
2016,IRL,Ireland,Rio,Rio 2016,0,3,0,3
2016,IRN,Iran,Rio,Rio 2016,3,1,4,8
2016,ISR,Israel,Rio,Rio 2016,0,0,2,2
2016,ITA,Italy,Rio,Rio 2016,8,14,9,31
2016,JAM,Jamaica,Rio,Rio 2016,6,3,2,11
2016,JOR,Jordan,Rio,Rio 2016,1,0,0,1
2016,JPN,Japan,Rio,Rio 2016,13,8,22,43
2016,KAZ,Kazakhstan,Rio,Rio 2016,3,5,10,18
2016,KEN,Kenya,Rio,Rio 2016,6,6,1,13
2016,KOR,South Korea,Rio,Rio 2016,9,3,10,22
2016,LTU,Lithuania,Rio,Rio 2016,0,2,5,7
2016,MAR,Morocco,Rio,Rio 2016,0,0,1,1
2016,MEX,Mexico,Rio,Rio 2016,0,3,2,5
2016,MNG,Mongolia,Rio,Rio 2016,0,1,1,2
2016,MYS,Malaysia,Rio,Rio 2016,0,7,1,8
2016,NER,Niger,Rio,Rio 2016,0,1,0,1
2016,NGA,Nigeria,Rio,Rio 2016,0,0,1,1
2016,NLD,Netherlands,Rio,Rio 2016,9,7,5,21
2016,NOR,Norway,Rio,Rio 2016,0,0,6,6
2016,NZL,New Zealand,Rio,Rio 2016,6,12,5,23
2016,PHL,Philippines,Rio,Rio 2016,0,1,0,1
2016,POL,Poland,Rio,Rio 2016,3,3,7,13
2016,PRI,Puerto Rico,Rio,Rio 2016,1,0,0,1
2016,PRK,North Korea,Rio,Rio 2016,2,3,2,7
2016,PRT,Portugal,Rio,Rio 2016,0,0,1,1
2016,QAT,Qatar,Rio,Rio 2016,0,1,0,1
2016,ROU,Romania,Rio,Rio 2016,1,2,2,5
2016,RUS,Russia,Rio,Rio 2016,21,18,20,59
2016,SGP,Singapore,Rio,Rio 2016,1,0,0,1
2016,SRB,Serbia,Rio,Rio 2016,2,5,2,9
2016,SVK,Slovakia,Rio,Rio 2016,3,2,0,5
2016,SVN,Slovenia,Rio,Rio 2016,1,2,1,4
2016,SWE,Sweden,Rio,Rio 2016,2,6,3,11
2016,THA,Thailand,Rio,Rio 2016,2,2,2,6
2016,TJK,Tajikistan,Rio,Rio 2016,1,0,0,1
2016,TTO,Trinidad and Tobago,Rio,Rio 2016,0,0,1,1
2016,TUN,Tunisia,Rio,Rio 2016,0,0,3,3
2016,TUR,Turkey,Rio,Rio 2016,1,3,4,8
2016,UKR,Ukraine,Rio,Rio 2016,2,5,5,12
2016,USA,United States,Rio,Rio 2016,47,40,40,127
2016,UZB,Uzbekistan,Rio,Rio 2016,4,2,7,13
2016,VEN,Venezuela,Rio,Rio 2016,0,2,1,3
2016,VNM,Vietnam,Rio,Rio 2016,1,1,0,2
2016,XKX,Kosovo,Rio,Rio 2016,1,0,0,1
2016,ZAF,South Africa,Rio,Rio 2016,2,7,2,11
2020,ARG,Argentina,Tokyo,Tokyo 2020,0,1,2,3
2020,ARM,Armenia,Tokyo,Tokyo 2020,0,2,2,4
2020,AUS,Australia,Tokyo,Tokyo 2020,19,8,23,50
2020,AUT,Austria,Tokyo,Tokyo 2020,1,1,5,7
2020,AZE,Azerbaijan,Tokyo,Tokyo 2020,0,3,4,7
2020,BEL,Belgium,Tokyo,Tokyo 2020,3,1,3,7
2020,BFA,Burkina Faso,Tokyo,Tokyo 2020,0,0,1,1
2020,BGR,Bulgaria,Tokyo,Tokyo 2020,3,1,2,6
2020,BHR,Bahrain,Tokyo,Tokyo 2020,0,1,0,1
2020,BHS,Bahamas,Tokyo,Tokyo 2020,2,0,0,2
2020,BLR,Belarus,Tokyo,Tokyo 2020,1,3,3,7
2020,BMU,Bermuda,Tokyo,Tokyo 2020,1,0,0,1
2020,BRA,Brazil,Tokyo,Tokyo 2020,8,6,9,23
2020,BWA,Botswana,Tokyo,Tokyo 2020,0,0,1,1
2020,CAN,Canada,Tokyo,Tokyo 2020,7,7,13,27
2020,CHE,Switzerland,Tokyo,Tokyo 2020,3,5,7,15
2020,CHN,China,Tokyo,Tokyo 2020,49,43,26,118
2020,CIV,Côte d'Ivoire,Tokyo,Tokyo 2020,0,0,1,1
2020,COL,Colombia,Tokyo,Tokyo 2020,0,4,1,5
2020,CUB,Cuba,Tokyo,Tokyo 2020,8,3,5,16
2020,CZE,Czech Republic,Tokyo,Tokyo 2020,5,4,4,13
2020,DEU,Germany,Tokyo,Tokyo 2020,10,15,21,46
2020,DNK,Denmark,Tokyo,Tokyo 2020,4,5,5,14
2020,DOM,Dominican Republic,Tokyo,Tokyo 2020,0,3,2,5
2020,ECU,Ecuador,Tokyo,Tokyo 2020,2,1,0,3
2020,EGY,Egypt,Tokyo,Tokyo 2020,1,1,4,6
2020,ESP,Spain,Tokyo,Tokyo 2020,4,8,7,19
2020,EST,Estonia,Tokyo,Tokyo 2020,1,0,1,2
2020,ETH,Ethiopia,Tokyo,Tokyo 2020,1,1,2,4
2020,FIN,Finland,Tokyo,Tokyo 2020,0,0,2,2
2020,FJI,Fiji,Tokyo,Tokyo 2020,1,0,1,2
2020,FRA,France,Tokyo,Tokyo 2020,11,13,13,37
2020,GBR,Great Britain,Tokyo,Tokyo 2020,26,23,22,71
2020,GEO,Georgia,Tokyo,Tokyo 2020,2,5,1,8
2020,GHA,Ghana,Tokyo,Tokyo 2020,0,0,1,1
2020,GRC,Greece,Tokyo,Tokyo 2020,2,1,1,4
2020,GRD,Grenada,Tokyo,Tokyo 2020,0,0,1,1
2020,HKG,Hong Kong,Tokyo,Tokyo 2020,1,2,3,6
2020,HRV,Croatia,Tokyo,Tokyo 2020,5,4,2,11
2020,HUN,Hungary,Tokyo,Tokyo 2020,6,7,8,21
2020,IDN,Indonesia,Tokyo,Tokyo 2020,2,1,3,6
2020,IND,India,Tokyo,Tokyo 2020,1,2,4,7
2020,IRL,Ireland,Tokyo,Tokyo 2020,3,0,2,5
2020,IRN,Iran,Tokyo,Tokyo 2020,3,2,2,7
2020,ISR,Israel,Tokyo,Tokyo 2020,2,0,2,4
2020,ITA,Italy,Tokyo,Tokyo 2020,12,10,21,43
2020,JAM,Jamaica,Tokyo,Tokyo 2020,4,1,4,9
2020,JOR,Jordan,Tokyo,Tokyo 2020,0,1,1,2
2020,JPN,Japan,Tokyo,Tokyo 2020,28,14,18,60
2020,KAZ,Kazakhstan,Tokyo,Tokyo 2020,0,0,8,8
2020,KEN,Kenya,Tokyo,Tokyo 2020,4,4,2,10
2020,KGZ,Kyrgyzstan,Tokyo,Tokyo 2020,0,2,1,3
2020,KOR,South Korea,Tokyo,Tokyo 2020,7,4,11,22
2020,KWT,Kuwait,Tokyo,Tokyo 2020,0,0,1,1
2020,LTU,Lithuania,Tokyo,Tokyo 2020,0,1,0,1
2020,LVA,Latvia,Tokyo,Tokyo 2020,1,0,1,2
2020,MAR,Morocco,Tokyo,Tokyo 2020,1,0,0,1
2020,MDA,Moldova,Tokyo,Tokyo 2020,0,0,1,1
2020,MEX,Mexico,Tokyo,Tokyo 2020,0,0,6,6
2020,MKD,North Macedonia,Tokyo,Tokyo 2020,0,1,0,1
2020,MNG,Mongolia,Tokyo,Tokyo 2020,0,1,3,4
2020,MYS,Malaysia,Tokyo,Tokyo 2020,0,1,2,3
2020,NAM,Namibia,Tokyo,Tokyo 2020,0,1,0,1
2020,NGA,Nigeria,Tokyo,Tokyo 2020,0,1,1,2
2020,NLD,Netherlands,Tokyo,Tokyo 2020,10,14,17,41
2020,NOR,Norway,Tokyo,Tokyo 2020,5,2,2,9
2020,NZL,New Zealand,Tokyo,Tokyo 2020,9,8,8,25
2020,PHL,Philippines,Tokyo,Tokyo 2020,1,2,1,4
2020,POL,Poland,Tokyo,Tokyo 2020,4,7,5,16
2020,PRI,Puerto Rico,Tokyo,Tokyo 2020,1,0,0,1
2020,PRT,Portugal,Tokyo,Tokyo 2020,1,1,2,4
2020,QAT,Qatar,Tokyo,Tokyo 2020,2,0,2,4
2020,ROU,Romania,Tokyo,Tokyo 2020,2,4,0,6
2020,RUS,Russia,Tokyo,Tokyo 2020,22,32,27,81
2020,SAU,Saudi Arabia,Tokyo,Tokyo 2020,0,1,0,1
2020,SMR,San Marino,Tokyo,Tokyo 2020,0,2,2,4
2020,SRB,Serbia,Tokyo,Tokyo 2020,3,1,5,9
2020,SVK,Slovakia,Tokyo,Tokyo 2020,1,2,1,4
2020,SVN,Slovenia,Tokyo,Tokyo 2020,3,1,1,5
2020,SWE,Sweden,Tokyo,Tokyo 2020,3,7,0,10
2020,SYR,Syria,Tokyo,Tokyo 2020,0,0,1,1
2020,THA,Thailand,Tokyo,Tokyo 2020,1,0,1,2
2020,TKM,Turkmenistan,Tokyo,Tokyo 2020,0,1,0,1
2020,TUN,Tunisia,Tokyo,Tokyo 2020,1,1,0,2
2020,TUR,Turkey,Tokyo,Tokyo 2020,2,2,9,13
2020,UGA,Uganda,Tokyo,Tokyo 2020,2,1,1,4
2020,UKR,Ukraine,Tokyo,Tokyo 2020,1,7,14,22
2020,USA,United States,Tokyo,Tokyo 2020,40,44,34,118
2020,UZB,Uzbekistan,Tokyo,Tokyo 2020,3,0,2,5
2020,VEN,Venezuela,Tokyo,Tokyo 2020,1,3,0,4
2020,XKX,Kosovo,Tokyo,Tokyo 2020,2,0,0,2
2020,ZAF,South Africa,Tokyo,Tokyo 2020,1,2,0,3
