WB_country_code,WB_country_name,Region,year,medals_cumsum,GDP_deviation,GDP_dev_sign,GDP_cumsum,ratio_medal_gdp,GDP
TZA,Tanzania,Africa,2008,2,-96.00811252573381,negative,236318835475.75,8.463142584354988e-12,27947821397.93
UGA,Uganda,Africa,2008,6,-97.18526854542311,negative,190452274529.61002,3.150395559632535e-11,14440404132.2
UKR,Ukraine,Europe,2008,96,-75.81620557367302,negative,1557999302323.5698,6.161748587231552e-11,188110390659.52
URY,Uruguay,Americas,2008,2,-44.525645384544596,negative,484659868839.78,4.12660533414448e-12,31119602538.83
USA,United States,Americas,2008,1296,188.8477656568186,positive,253563797070000.0,5.11113974067134e-12,14769857911000.0
UZB,Uzbekistan,Asia,2008,15,-93.5635839721656,negative,280602477812.64,5.345640607641245e-11,29549438883.83
VEN,Venezuela,Americas,2008,10,-32.73440050327659,negative,3056732374449.12,3.2714672974280863e-12,315953388510.68
VIR,United States Virgin Islands,Americas,2008,1,132.84055674529284,positive,28442000000.0,3.515927149989452e-11,4244000000.0
VNM,Vietnam,Asia,2008,2,-93.11273928259985,negative,776808455595.17,2.574637268163685e-12,99130304099.13
WSM,Samoa,Oceania,2008,1,-80.11281909850445,negative,6669193866.579999,1.4994315954902743e-10,641346191.66
WSM,Samoa,Oceania,2008,1,-80.11281909850445,negative,6669193866.579999,1.4994315954902743e-10,641346191.66
XKX,Kosovo,Europe,2008,0,-82.36436638078376,negative,5181776768.71,0.0,5181776768.71
YGL,Yugoslavia,Europe,2008,74,,positive,,,
ZAF,South Africa,Africa,2008,24,-62.81985361031024,negative,5042220246499.82,4.75980794703686e-12,316131258616.31
ZMB,Zambia,Africa,2008,2,-91.71268840781325,negative,178744889423.94003,1.1189131093177603e-11,17910858637.9
ZWE,Zimbabwe,Africa,2008,8,-97.90759536239524,negative,248854839100.0,3.214725511841574e-11,4415702800.0
AFG,Afghanistan,Asia,2012,2,-96.21768151709077,negative,153694106368.59,1.3012860722216568e-11,19907329905.98
ARE,United Arab Emirates,Asia,2012,1,156.93271741607379,positive,4041283249694.1797,2.4744615465289995e-13,384610125384.03
ARG,Argentina,Americas,2012,39,-24.271086401369146,negative,7045237899844.4,5.5356540906675905e-12,545982375701.13
ARM,Armenia,Asia,2012,10,-78.90834455243787,negative,100172989719.95,9.982730901769667e-11,10619320682.95
AUS,Australia,Oceania,2012,430,294.0694024857433,positive,17340024639480.676,2.4798119318755378e-11,1547649835732.89
AUT,Austria,Europe,2012,42,181.11780254202276,positive,7749255531769.0,5.4198754742072935e-12,409401816050.53
AZE,Azerbaijan,Asia,2012,25,-56.61019306650413,negative,418156524948.05,5.9786224794904e-11,69679944504.2
BDI,Burundi,Africa,2012,1,-98.62112257688193,negative,44639616780.799995,2.240162600208771e-11,2333341334.46
BEL,Belgium,Europe,2012,50,158.57531867697054,positive,9622286286734.86,5.1962702532483635e-12,496152879924.73
BFA,Burkina Faso,Africa,2012,0,-95.75141823497766,negative,155279658756.30002,0.0,12561015156.57
BGR,Bulgaria,Europe,2012,219,-56.9871977538291,negative,806084314671.7301,2.7168373830619146e-10,54288135058.79
BHR,Bahrain,Asia,2012,1,45.30703016510088,positive,332908761626.38007,3.0038260186203488e-12,30749308510.64
BHS,Bahamas,Americas,2012,12,62.42164215383467,positive,200352629132.12,5.989439745303643e-11,10720400000.0
BLR,Belarus,Europe,2012,77,-59.75131994469992,negative,600192882391.4199,1.2829209119108467e-10,65685890438.89
BMU,Bermuda,Americas,2012,1,469.772399388325,positive,108234182423.1,9.239225331706056e-12,6378188000.0
BRA,Brazil,Americas,2012,126,-28.642268493084906,negative,23638524189137.812,5.330282000341566e-12,2465227803011.57
BRB,Barbados,Americas,2012,1,-3.3036520591347327,negative,91912054990.70001,1.0879965637817407e-11,4613850000.0
BWA,Botswana,Africa,2012,1,-62.99420856714835,negative,191037871673.79004,5.2345641795442894e-12,13907464500.15
CAN,Canada,Americas,2012,207,204.8747705687155,positive,28512147588335.562,7.260063429409455e-12,1828366481521.6
CHE,Switzerland,Europe,2012,76,396.8624829143258,positive,10707231154495.041,7.098006842608807e-12,686420221557.99
CHL,Chile,Americas,2012,7,-10.87002557348993,negative,2984640691838.64,2.3453409380704254e-12,267024782642.39
CHN,China,Asia,2012,561,-63.529123401413656,negative,60760745846551.125,9.232934720992126e-12,8532185381696.43
CIV,Côte d'Ivoire,Africa,2012,1,-90.45303499454837,negative,625175474448.7201,1.5995509114969685e-12,36302302845.3
CMR,Cameroon,Africa,2012,6,-91.70091877304547,negative,520606734548.82996,1.152501418407455e-11,30155062329.28
COL,Colombia,Americas,2012,21,-53.13171269257213,negative,3843593109358.83,5.463637643866814e-12,370691143086.76
CRI,Costa Rica,Americas,2012,4,-42.27915261225261,negative,514849520142.02,7.76926042175704e-12,47231655431.14
CUB,Cuba,Americas,2012,205,-62.56383395479441,negative,1246633396545.78,1.6444289120444063e-10,73141000000.0
CYP,Cyprus,Asia,2012,1,67.34973536128103,positive,373701653352.50995,2.675931430939396e-12,24977293926.29
CZE,Czech Republic,Europe,2012,138,15.022028879117391,positive,2522876167036.21,5.4699474275868944e-11,208857719320.65
DEU,Germany,Europe,2012,1131,153.85937381576184,positive,74907910603121.0,1.509853887117868e-11,3527143188785.16
DJI,Djibouti,Africa,2012,1,-91.789251208614,negative,17512592225.460003,5.710176923700586e-11,1353632941.52
DNK,Denmark,Europe,2012,97,238.67043626151187,positive,6387501194155.929,1.518590714139475e-11,327148943812.14
DOM,Dominican Republic,Americas,2012,6,-64.98267241161129,negative,776856735355.32,7.723431782123522e-12,60681535652.54
DZA,Algeria,Africa,2012,15,-67.52231676163363,negative,2755575117840.64,5.443509742443348e-12,209059080929.5
ECU,Ecuador,Americas,2012,2,-67.13026198699032,negative,1120897378205.96,1.7842846623489103e-12,87924544000.0
EGY,Egypt,Africa,2012,14,-82.29218303111786,negative,2934370721132.9595,4.771039970912266e-12,279116666666.67
ERI,Eritrea,Africa,2012,1,-100.0,negative,19555474905.03,5.1136574532525576e-11,0.0
ESP,Spain,Europe,2012,155,63.94725792830677,positive,24867299319669.64,6.233085386855719e-12,1324750738725.0
EST,Estonia,Europe,2012,14,0.7383961999187021,positive,230513655013.96,6.07339291858964e-11,23019150071.19
ETH,Ethiopia,Africa,2012,45,-97.345685561602,negative,431320522079.01,1.0433076493345435e-10,43310721414.08
FIN,Finland,Europe,2012,78,176.15787261140292,positive,5051285966907.071,1.544161239553812e-11,258290060227.73
FJI,Fiji,Oceania,2012,0,-74.76337685010732,negative,73369656298.25,0.0,3972028104.47
FRA,France,Europe,2012,359,136.5807158752579,positive,55138214145382.1,6.510910909327424e-12,2683671716967.19
GAB,Gabon,Africa,2012,1,-45.88619546285415,negative,245945216049.77997,4.065946132481785e-12,17170464016.06
GBR,Great Britain,Europe,2012,415,145.99564530696654,positive,53967071995740.02,7.689874300254027e-12,2707089726614.64
GEO,Georgia,Asia,2012,25,-74.40367976319848,negative,149078363910.04,1.676970376136273e-10,16488822461.42
GHA,Ghana,Africa,2012,4,-91.10528262494569,negative,415632102600.2201,9.623895687979232e-12,41271701060.95
GRC,Greece,Europe,2012,59,26.843293618178404,positive,5419728898118.64,1.0886153368387259e-11,242029307133.41
GRD,Grenada,Americas,2012,1,-60.05492651387227,negative,14389233141.489996,6.949640680409815e-11,799881481.48
GTM,Guatemala,Americas,2012,1,-80.57942520933705,negative,679404952910.21,1.4718762289213984e-12,49593929487.13
GUY,Guyana,Americas,2012,1,-68.38677062321986,negative,43392285399.17,2.304557113783935e-11,4063088535.76
HKG,Hong Kong,Asia,2012,4,112.61605664357175,positive,4484817449458.159,8.918980638739859e-13,262628865879.7
HRV,Croatia,Europe,2012,26,-22.204593642655613,negative,733274468234.9799,3.54573916402449e-11,57354547991.22
HUN,Hungary,Europe,2012,329,-24.837316994246898,negative,1814360759402.87,1.8133108219794073e-10,128814279315.13
IDN,Indonesia,Asia,2012,37,-78.76658430688914,negative,8420548556067.721,4.394013021080243e-12,917869913332.65
IND,India,Asia,2012,17,-91.69918222450872,negative,21018945978136.46,8.087941240099814e-13,1827637590787.19
IRL,Ireland,Europe,2012,21,183.31106334391788,positive,3678800668979.97,5.708382130370418e-12,225118718207.16
IRN,Iran,Asia,2012,48,-51.78762412513996,negative,6905095490332.602,6.95138829972762e-12,644035512181.48
IRQ,Iraq,Asia,2012,1,-62.73656264924823,negative,2111116394105.2502,4.736830251483257e-13,218002481737.69
ISL,Iceland,Europe,2012,3,166.24501682926146,positive,314995769500.7099,9.523937431779505e-12,14751508133.54
ISR,Israel,Asia,2012,7,91.92467563372682,positive,2972255409381.7,2.3551138902481354e-12,262282344091.85
ITA,Italy,Europe,2012,364,102.89555255434912,positive,45062558703559.445,8.0776593800309e-12,2086957656821.6
JAM,Jamaica,Americas,2012,60,-68.94333442924312,negative,278979611903.09,2.1506947977561306e-10,14807086555.53
JOR,Jordan,Asia,2012,0,-74.60899768519168,negative,361445786267.05005,0.0,31634561690.14
JPN,Japan,Asia,2012,335,184.47721357128603,positive,134821741638443.06,2.484762442087294e-12,6272362996105.03
KAZ,Kazakhstan,Asia,2012,46,-28.29964746678727,negative,1403480944883.26,3.277564983529308e-11,207998568865.79
KEN,Kenya,Africa,2012,89,-92.53411476097047,negative,587329906985.5898,1.5153323360763855e-10,56396704671.58
KGZ,Kyrgyzstan,Asia,2012,4,-93.18126851566004,negative,64577055647.649994,6.194150476331856e-11,6605142884.36
KOR,South Korea,Asia,2012,264,47.37028136654583,positive,18056315535238.902,1.4620923049598615e-11,1278046536287.01
KWT,Kuwait,Asia,2012,2,196.78233861763238,positive,1801217890851.8298,1.110359834952651e-12,174047996684.96
LBN,Lebanon,Asia,2012,2,-50.79674953007951,negative,463302840174.42004,4.316830864337154e-12,44016799515.75
LKA,Sri Lanka,Asia,2012,1,-80.59760108402155,negative,679698670243.9299,1.4712401888929994e-12,70447216891.34
LTU,Lithuania,Europe,2012,22,-16.832580744268792,negative,432766615838.66,5.0835714204447405e-11,42927454291.48
LVA,Latvia,Europe,2012,17,-19.844739951136468,negative,296571843342.67,5.7321692472193245e-11,28169902669.38
MAR,Morocco,Africa,2012,22,-81.68520143257808,negative,1698443210205.1196,1.2953038328165872e-11,106937392311.13
MDA,Moldova,Europe,2012,6,-82.37513216622253,negative,63648264930.6,9.426808423673772e-11,8709138634.83
MEX,Mexico,Americas,2012,53,-37.23691028099158,negative,20046236098465.832,2.6438878470585392e-12,1255110424741.85
MKD,North Macedonia,Europe,2012,1,-72.63020062758319,negative,131753344352.51001,7.589940163677896e-12,9745261300.58
MNE,Montenegro,Europe,2012,1,-61.87465572551589,negative,37349524588.52,2.677410250912181e-11,4087526241.81
MNG,Mongolia,Asia,2012,24,-74.51730792245212,negative,96344456518.16,2.491061849051609e-10,12292770631.57
MOZ,Mozambique,Africa,2012,2,-96.05519845900366,negative,165442329125.1,1.2088804664299005e-11,16688114144.07
MUS,Mauritius,Africa,2012,1,-46.217702578516686,negative,155184464603.85,6.443944002724553e-12,11668696396.79
MYS,Malaysia,Asia,2012,8,-38.63321107442822,negative,3491700347111.1494,2.291147350779623e-12,314443047642.11
NAM,Namibia,Africa,2012,4,-65.1695829191151,negative,158782372263.22,2.51917133053601e-11,13042053591.69
NER,Niger,Africa,2012,1,-96.96075063595927,negative,134844545702.50998,7.415946969083719e-12,9426912647.59
NGA,Nigeria,Africa,2012,24,-84.20886953606247,negative,5286788902944.62,4.539617609213137e-12,463971018239.28
NLD,Netherlands,Europe,2012,190,189.83076117023222,positive,16289782506664.408,1.1663753025693744e-11,838923319919.53
NOR,Norway,Europe,2012,69,491.4448145515222,positive,6947306099490.091,9.931907276269916e-12,512777309841.0
NZL,New Zealand,Oceania,2012,107,131.3857151577155,positive,2508878011815.24,4.264854628088619e-11,176206659722.52
PAK,Pakistan,Asia,2012,9,-92.84026826799668,negative,3145960126568.2104,2.8608118469122823e-12,250106966104.7
PAN,Panama,Americas,2012,1,-37.67359435302897,negative,464174684900.0,2.1543613482829985e-12,40429700000.0
PER,Peru,Americas,2012,3,-62.5153263656683,negative,1914035111328.2,1.567369366551599e-12,192650021648.58
PHL,Philippines,Asia,2012,4,-84.53441450174888,negative,3244267713846.9004,1.2329438729509125e-12,261920540972.1
POL,Poland,Europe,2012,257,-24.687279200673075,negative,5842782547133.499,4.398589164097603e-11,495230523665.9
PRI,Puerto Rico,Americas,2012,7,61.7579333030949,positive,1846657501300.0,3.790632532059777e-12,101564800000.0
PRK,North Korea,Asia,2012,49,-100.0,negative,0.0,,0.0
PRT,Portugal,Europe,2012,20,19.032935034412056,positive,4261616447813.0796,4.693054911185951e-12,216224240577.96
PRY,Paraguay,Americas,2012,1,-67.48544404770365,negative,370905221136.68994,2.696106560418219e-12,33271921136.32
QAT,Qatar,Asia,2012,4,467.5119341580583,positive,1165351567420.4102,3.4324405714356987e-12,186833502362.64
ROU,Romania,Europe,2012,308,-48.304512955110006,negative,2037945323394.0,1.5113261207962925e-10,179132893143.42
RUS,Russia,Europe,2012,1385,-10.736427106063855,negative,18695367909573.508,7.40825217614878e-11,2208293553878.42
SAU,Saudi Arabia,Asia,2012,3,39.32444680119836,positive,8165642329450.549,3.673930205319028e-13,741849984943.26
SDN,Sudan,Africa,2012,1,-89.59575886691398,negative,912345247893.86,1.0960762960167657e-12,63196242385.16
SEN,Senegal,Africa,2012,1,-92.27392190521648,negative,310613582335.62,3.2194342323366063e-12,17660870411.52
SGP,Singapore,Asia,2012,4,221.5367801238252,positive,3130676947342.5293,1.2776789388618952e-12,295092888076.59
SMR,San Marino,Europe,2012,0,180.35748370768937,positive,23177081395.22,0.0,1604701051.17
SRB,Serbia,Europe,2012,16,-65.17670276811572,negative,523835630679.25995,3.0543932224031284e-11,43309252921.06
SUR,Suriname,Americas,2012,2,-48.349489562211424,negative,56132921735.049995,3.562971493698641e-11,4980000000.0
SVK,Slovakia,Europe,2012,28,1.2891136258682945,positive,1116794644737.14,2.507175346152413e-11,94623731085.61
SVN,Slovenia,Europe,2012,23,31.06200674836892,positive,613657408751.9501,3.7480196070275035e-11,46577793184.0
SWE,Sweden,Europe,2012,153,235.95163798744977,positive,10470999142226.184,1.4611786126788993e-11,552483727282.8
SYR,Syria,Asia,2012,3,-88.94050121905299,negative,2492021211943.4604,1.2038420803249827e-12,43190318032.56
TGO,Togo,Africa,2012,1,-95.47600163705164,negative,74526304651.54,1.3418081101373061e-11,5413541649.15
THA,Thailand,Asia,2012,27,-66.72408328424821,negative,5023107211710.761,5.37515901254363e-12,397558325278.58
TJK,Tajikistan,Asia,2012,3,-94.44674931932936,negative,61442281833.75,4.8826311628812456e-11,7633036366.09
TKM,Turkmenistan,Asia,2012,0,-62.711151155660694,negative,216488114449.38,0.0,35164210526.32
TON,Tonga,Oceania,2012,1,-74.65466891170777,negative,6425585172.669999,1.5562784915735134e-10,470705196.43
TTO,Trinidad and Tobago,Americas,2012,15,10.61843121471593,positive,375614105930.92004,3.993460246340876e-11,27334581560.28
TUN,Tunisia,Africa,2012,10,-75.49197473116972,negative,768651742620.71,1.3009792921180542e-11,47311401812.67
TUR,Turkey,Asia,2012,58,-32.19773585214545,negative,10252079130128.762,5.65738902946524e-12,880555885492.27
TZA,Tanzania,Africa,2012,2,-95.05349937806425,negative,372039836408.13995,5.375768410471867e-12,39650394362.93
UGA,Uganda,Africa,2012,7,-95.38824805099534,negative,297431162679.32,2.353485740008742e-11,27305915910.79
UKR,Ukraine,Europe,2012,115,-76.81829261857597,negative,2172686215224.42,5.292987049587438e-11,182591753827.95
URY,Uruguay,Americas,2012,2,-6.879031841416484,negative,663893221555.12,3.012532640889374e-12,54232266358.78
USA,United States,Americas,2012,1408,199.75386258874045,positive,314944526801000.0,4.470628571645746e-12,16253972230000.0
UZB,Uzbekistan,Asia,2012,17,-86.87389269043702,negative,491753636397.62006,3.4570156154888526e-11,67517349212.06
VEN,Venezuela,Americas,2012,11,-25.10885530044088,negative,4477480786536.27,2.4567386270147417e-12,381286237847.67
VIR,United States Virgin Islands,Americas,2012,1,118.77802547131888,positive,45279000000.0,2.208529340312286e-11,4089000000.0
VNM,Vietnam,Asia,2012,2,-87.32186432796318,negative,1398209998670.54,1.4304002988833294e-12,195590661129.25
WSM,Samoa,Oceania,2012,1,-77.41149759872434,negative,9494699600.489998,1.0532192086923872e-10,773141661.17
WSM,Samoa,Oceania,2012,1,-77.41149759872434,negative,9494699600.489998,1.0532192086923872e-10,773141661.17
XKX,Kosovo,Europe,2012,0,-80.25723757082166,negative,28046719872.36,0.0,6163484244.63
YGL,Yugoslavia,Europe,2012,74,,positive,,,
ZAF,South Africa,Africa,2012,30,-52.68559337348515,negative,6681938169865.3,4.4897152947772286e-12,434400545085.81
ZMB,Zambia,Africa,2012,2,-89.98792941145976,negative,263301366907.36002,7.595858781483957e-12,25503060420.03
ZWE,Zimbabwe,Africa,2012,8,-92.53174147797026,negative,301779057800.0,2.6509460458657448e-11,17114849900.0
AFG,Afghanistan,Asia,2016,2,-96.83573784403592,negative,231588445988.97998,8.636009415146595e-12,18116572399.13
ARE,United Arab Emirates,Asia,2016,2,148.36502677088933,positive,5595137941996.629,3.5745320682590687e-13,369255326235.77
ARG,Argentina,Americas,2016,44,-22.623581525779237,negative,9275864319904.46,4.743493272705954e-12,557532320662.96
ARM,Armenia,Asia,2016,14,-77.73764167700979,negative,144003441157.72,9.721989896523706e-11,10546136235.52
AUS,Australia,Oceania,2016,464,201.9905134662428,positive,22945274016404.734,2.022202914936919e-11,1207580901578.72
AUT,Austria,Europe,2016,44,174.094431536061,positive,9399839828323.03,4.680930824738296e-12,395837353031.5
AZE,Azerbaijan,Asia,2016,43,-76.5232377286526,negative,658500102761.51,6.529991387954783e-11,37866996882.92
BDI,Burundi,Africa,2016,2,-98.53272126315356,negative,55545498065.65,3.6006518433522225e-11,2644487776.5
BEL,Belgium,Europe,2016,56,154.16106211432893,positive,11617865834311.35,4.820162394595204e-12,476062757356.93
BFA,Burkina Faso,Africa,2016,0,-95.97221278879776,negative,207332497679.85,0.0,12833363045.34
BGR,Bulgaria,Europe,2016,222,-54.198628650314205,negative,1023870470472.1301,2.1682430190376593e-10,53964253211.84
BHR,Bahrain,Asia,2016,3,38.33811736472374,positive,462121554179.5801,6.491798473512019e-12,32234973404.26
BHS,Bahamas,Americas,2016,14,79.52621772258556,positive,245146629132.12,5.7108678383885924e-11,11750800000.0
BLR,Belarus,Europe,2016,86,-69.51116503511201,negative,858711680864.8099,1.0015002930132412e-10,47723545321.26
BMU,Bermuda,Americas,2016,1,546.6206769733644,positive,134668378423.1,7.425648186378307e-12,6899911000.0
BRA,Brazil,Americas,2016,149,-47.48468202320304,negative,32165293141636.594,4.632322153691983e-12,1795693482652.52
BRB,Barbados,Americas,2016,1,5.1509632153894,positive,110882504990.70001,9.018555272392813e-12,4843300000.0
BWA,Botswana,Africa,2016,1,-61.2124557383204,negative,249393084675.14005,4.009734276724642e-12,15082636722.9
CAN,Canada,Americas,2016,231,155.99398085634974,positive,35248998446735.055,6.553377689555217e-12,1527994741907.43
CHE,Switzerland,Europe,2016,84,396.9961770333013,positive,13522017547486.352,6.2120907405282146e-12,687895460902.71
CHL,Chile,Americas,2016,7,-16.586165702418118,negative,4013391908816.2104,1.7441605901041244e-12,249344864067.96
CHN,China,Asia,2016,643,-51.03188614355394,negative,103101728251572.25,6.236558890953358e-12,11233313730288.5
CIV,Côte d'Ivoire,Africa,2016,3,-87.9055675323518,negative,811001481774.64,3.699130109399277e-12,48407761031.92
CMR,Cameroon,Africa,2016,6,-91.3727954636159,negative,656746470500.0698,9.135945558156391e-12,33814337044.38
COL,Colombia,Americas,2016,29,-64.0877872747092,negative,5183140141374.0,5.59506384334659e-12,282720100286.23
CRI,Costa Rica,Americas,2016,4,-28.01047998056983,negative,733104538365.44,5.456247766408001e-12,58847019609.65
CUB,Cuba,Americas,2016,216,-51.264555147508396,negative,1582940704409.48,1.3645489019159397e-10,91370407863.7
CYP,Cyprus,Asia,2016,1,48.85341332425359,positive,461552534007.05,2.1666006062588868e-12,20952955488.08
CZE,Czech Republic,Europe,2016,150,12.373381755718778,positive,3328225736821.69,4.506905836959348e-11,196272068576.34
DEU,Germany,Europe,2016,1179,154.90819217122896,positive,89358247486990.64,1.3194081499546492e-11,3469853463945.53
DJI,Djibouti,Africa,2016,1,-84.5991994246745,negative,26799435483.72,3.731421882402991e-11,2604955228.7
DNK,Denmark,Europe,2016,115,230.69730712861224,positive,7699868217582.769,1.49353205470966e-11,313115929314.34
DOM,Dominican Republic,Americas,2016,7,-56.49664341480043,negative,1053588325084.8301,6.6439612449543726e-12,75704647877.66
DZA,Algeria,Africa,2016,17,-75.99988371065727,negative,3505153537919.7603,4.850001523781799e-12,160034212126.02
ECU,Ecuador,Americas,2016,2,-63.223717752223116,negative,1516981445205.96,1.3184076880574243e-12,99937696000.0
EGY,Egypt,Africa,2016,17,-79.84497191199408,negative,4190208533166.1797,4.0570773185731075e-12,332441717791.41
ERI,Eritrea,Africa,2016,1,-100.0,negative,19555474905.03,5.1136574532525576e-11,0.0
ESP,Spain,Europe,2016,174,60.540160815914,positive,30024411331762.184,5.795284313065919e-12,1233554967011.68
EST,Estonia,Europe,2016,15,10.680149110975856,positive,329227083712.09,4.556125769141624e-11,24072829276.77
ETH,Ethiopia,Africa,2016,53,-95.73125578340239,negative,673467100676.01,7.869723695010474e-11,74296745207.87
FIN,Finland,Europe,2016,79,165.05893706008027,positive,6072816933253.421,1.3008789968196346e-11,240771351298.83
FJI,Fiji,Oceania,2016,1,-67.52295213470555,negative,92029422634.17,1.0866090119625565e-11,4930213634.36
FRA,France,Europe,2016,404,124.2148190101969,positive,65718208525050.99,6.147459114714e-12,2472964344587.17
GAB,Gabon,Africa,2016,1,-59.33313628750261,negative,310151925772.02997,3.2242263126717678e-12,14023890265.37
GBR,Great Britain,Europe,2016,490,147.94578698997296,positive,65433651454012.08,7.488501544872222e-12,2689106566899.61
GEO,Georgia,Asia,2016,32,-75.42559175679881,negative,213991037464.85004,1.4953897312291077e-10,15141598622.57
GHA,Ghana,Africa,2016,4,-88.50327157787183,negative,638810990746.1702,6.2616330306523945e-12,56164928691.04
GRC,Greece,Europe,2016,66,8.433495756878967,positive,6282926394884.689,1.0504659111355274e-11,193148146586.93
GRD,Grenada,Americas,2016,2,-46.4636849405875,negative,18201996104.459995,1.0987805889651544e-10,1061640740.74
GTM,Guatemala,Americas,2016,1,-74.75317470558879,negative,918493020425.8899,1.0887399008609959e-12,66053403469.0
GUY,Guyana,Americas,2016,1,-64.27460003711467,negative,60450284023.49999,1.654251946295655e-11,4482697336.56
HKG,Hong Kong,Asia,2016,4,164.57599461115453,positive,5682220265435.928,7.039501837567588e-13,320860317562.56
HRV,Croatia,Europe,2016,38,-23.89606198058372,negative,955478239741.9299,3.977065978003185e-11,52512987755.96
HUN,Hungary,Europe,2016,345,-20.721333954186946,negative,2344862908103.66,1.471301366095678e-10,128609822750.04
IDN,Indonesia,Asia,2016,41,-78.47043409638066,negative,12016619045043.191,3.411941399349956e-12,931877364037.7
IND,India,Asia,2016,19,-89.62922984661866,negative,29313179210794.52,6.481726142145404e-13,2294796885682.55
IRL,Ireland,Europe,2016,24,279.82077563980476,positive,4767518519824.641,5.0340653948592885e-12,298559265006.4
IRN,Iran,Asia,2016,56,-66.74369851017687,negative,8724421380707.621,6.418763784591288e-12,457954614593.75
IRQ,Iraq,Asia,2016,1,-73.9551067128256,negative,2907546319115.8506,3.43932611984695e-13,166602488747.89
ISL,Iceland,Europe,2016,3,275.0044183644979,positive,387298870743.94995,7.74595596996551e-12,20793168030.95
ISR,Israel,Asia,2016,9,128.01362749545854,positive,4209835317056.9697,2.1378508474036367e-12,322102790386.84
ITA,Italy,Europe,2016,395,87.30114952685565,positive,53080201812548.875,7.441569295364222e-12,1877071687633.78
JAM,Jamaica,Americas,2016,71,-69.61449281949947,negative,335409068449.94,2.1168181387617071e-10,14077096714.13
JOR,Jordan,Asia,2016,1,-75.78088688426229,negative,511227438943.11005,1.956076540154726e-12,39892551126.76
JPN,Japan,Asia,2016,378,138.20726430417562,positive,154379672504470.97,2.448508886356478e-12,5003677627544.24
KAZ,Kazakhstan,Asia,2016,64,-53.3280255208528,negative,2183197886678.03,2.9314795690546805e-11,137278320084.17
KEN,Kenya,Africa,2016,102,-90.54998445925175,negative,862222734968.4498,1.1829889872218732e-10,74815144163.89
KGZ,Kyrgyzstan,Asia,2016,4,-93.22035432497033,negative,92871464751.69998,4.3070280098352615e-11,6813095379.12
KOR,South Korea,Asia,2016,286,77.13600650411425,positive,23877155776947.94,1.1977976048391702e-11,1499679823909.61
KWT,Kuwait,Asia,2016,2,63.50163917019962,positive,2362027966806.75,8.467300252603785e-13,109406328917.01
LBN,Lebanon,Asia,2016,2,-50.56055899591766,negative,659354803612.57,3.0332682632205093e-12,51147308774.13
LKA,Sri Lanka,Asia,2016,1,-75.14912338756537,negative,1012381021719.8999,9.877703933062018e-13,88012282205.84
LTU,Lithuania,Europe,2016,29,-9.205186200215465,negative,612306538151.3999,4.7361898319023686e-11,43047309305.74
LVA,Latvia,Europe,2016,17,-13.298127992088245,negative,413510211351.0999,4.111143941150652e-11,28083597512.48
MAR,Morocco,Africa,2016,23,-81.0467926172877,negative,2155300109768.3696,1.0671367711511792e-11,111572947004.92
MDA,Moldova,Europe,2016,6,-82.77281428962898,negative,98325959650.04,6.102152494982092e-11,7982450758.03
MEX,Mexico,Americas,2016,58,-44.6292537895446,negative,25063708071217.18,2.3141029186581695e-12,1112233497399.12
MKD,North Macedonia,Europe,2016,1,-68.84685449626025,negative,174670298987.22003,5.7250717826570285e-12,10672467073.29
MNE,Montenegro,Europe,2016,1,-57.45024755139276,negative,54840810935.75,1.8234595421493178e-11,4376930578.32
MNG,Mongolia,Asia,2016,26,-77.67224511089572,negative,143954337030.53,1.8061282859776493e-10,11181350649.36
MOZ,Mozambique,Africa,2016,2,-97.36381057818008,negative,228896685775.16003,8.737566440627953e-12,12069051237.17
MUS,Mauritius,Africa,2016,1,-39.71096014615058,negative,205153015207.36,4.874410444268842e-12,12594155464.41
MYS,Malaysia,Asia,2016,16,-42.19167392050223,negative,4755653978568.1,3.364416349908096e-12,301256033870.33
NAM,Namibia,Africa,2016,4,-72.08159491265255,negative,205318290325.57,1.948194675524164e-11,10722018732.09
NER,Niger,Africa,2016,2,-96.99308887869154,negative,176015116592.11002,1.1362660427824022e-11,10398861981.76
NGA,Nigeria,Africa,2016,25,-87.02486151062298,negative,7278765654722.83,3.4346482887216928e-12,404649125252.16
NLD,Netherlands,Europe,2016,211,178.51986132734453,positive,19608756518787.094,1.0760498749517417e-11,784060430240.08
NOR,Norway,Europe,2016,75,328.7217385356712,positive,8734173099272.631,8.586960568281602e-12,370956547619.05
NZL,New Zealand,Oceania,2016,130,142.33753235071296,positive,3268000897838.06,3.977967083362837e-11,188838342527.98
PAK,Pakistan,Asia,2016,9,-91.11417352084283,negative,4289601423763.4604,2.098097028349057e-12,313630000130.44
PAN,Panama,Americas,2016,1,-12.992742362352915,negative,671695484900.0,1.4887698703957746e-12,57907700000.0
PER,Peru,Americas,2016,3,-62.71089010102136,negative,2697697986158.53,1.1120592502913725e-12,191898104390.38
PHL,Philippines,Asia,2016,5,-81.62029811845468,negative,4450726972032.59,1.123411979979658e-12,318627003012.52
POL,Poland,Europe,2016,270,-25.112704294293575,negative,7844760823893.079,3.441787532612224e-11,470024559642.47
PRI,Puerto Rico,Americas,2016,8,85.28317241689497,positive,2259265501300.0,3.5409738233052885e-12,104336700000.0
PRK,North Korea,Asia,2016,56,-100.0,negative,0.0,,0.0
PRT,Portugal,Europe,2016,21,20.94414318739942,positive,5123772488875.04,4.098542635449978e-12,206426152308.93
